example_index,example_id,measurement_order_position,policy_id
165,wildguard-0020,8,compact_to_qwen::selective_deployable::0.25
165,wildguard-0020,9,compact_to_qwen::selective_deployable::0.50
165,wildguard-0020,10,rule_compact_to_qwen::cheap_only
165,wildguard-0020,11,rule_compact_to_qwen::full_information
165,wildguard-0020,12,rule_compact_to_qwen::selective_deployable::0.10
165,wildguard-0020,13,rule_compact_to_qwen::selective_deployable::0.25
165,wildguard-0020,14,rule_compact_to_qwen::selective_deployable::0.50
166,wildguard-0319,0,rule_to_compact::full_information
166,wildguard-0319,1,rule_to_compact::selective_deployable::0.10
166,wildguard-0319,2,rule_to_compact::selective_deployable::0.25
166,wildguard-0319,3,rule_to_compact::selective_deployable::0.50
166,wildguard-0319,4,compact_to_qwen::cheap_only
166,wildguard-0319,5,compact_to_qwen::full_information
166,wildguard-0319,6,compact_to_qwen::selective_deployable::0.10
166,wildguard-0319,7,compact_to_qwen::selective_deployable::0.25
166,wildguard-0319,8,compact_to_qwen::selective_deployable::0.50
166,wildguard-0319,9,rule_compact_to_qwen::cheap_only
166,wildguard-0319,10,rule_compact_to_qwen::full_information
166,wildguard-0319,11,rule_compact_to_qwen::selective_deployable::0.10
166,wildguard-0319,12,rule_compact_to_qwen::selective_deployable::0.25
166,wildguard-0319,13,rule_compact_to_qwen::selective_deployable::0.50
166,wildguard-0319,14,rule_to_compact::cheap_only
167,wildguard-0355,0,rule_to_compact::selective_deployable::0.10
167,wildguard-0355,1,rule_to_compact::selective_deployable::0.25
167,wildguard-0355,2,rule_to_compact::selective_deployable::0.50
167,wildguard-0355,3,compact_to_qwen::cheap_only
167,wildguard-0355,4,compact_to_qwen::full_information
167,wildguard-0355,5,compact_to_qwen::selective_deployable::0.10
167,wildguard-0355,6,compact_to_qwen::selective_deployable::0.25
167,wildguard-0355,7,compact_to_qwen::selective_deployable::0.50
167,wildguard-0355,8,rule_compact_to_qwen::cheap_only
167,wildguard-0355,9,rule_compact_to_qwen::full_information
167,wildguard-0355,10,rule_compact_to_qwen::selective_deployable::0.10
167,wildguard-0355,11,rule_compact_to_qwen::selective_deployable::0.25
167,wildguard-0355,12,rule_compact_to_qwen::selective_deployable::0.50
167,wildguard-0355,13,rule_to_compact::cheap_only
167,wildguard-0355,14,rule_to_compact::full_information
168,wildguard-1562,0,rule_to_compact::selective_deployable::0.25
168,wildguard-1562,1,rule_to_compact::selective_deployable::0.50
168,wildguard-1562,2,compact_to_qwen::cheap_only
168,wildguard-1562,3,compact_to_qwen::full_information
168,wildguard-1562,4,compact_to_qwen::selective_deployable::0.10
168,wildguard-1562,5,compact_to_qwen::selective_deployable::0.25
168,wildguard-1562,6,compact_to_qwen::selective_deployable::0.50
168,wildguard-1562,7,rule_compact_to_qwen::cheap_only
168,wildguard-1562,8,rule_compact_to_qwen::full_information
168,wildguard-1562,9,rule_compact_to_qwen::selective_deployable::0.10
168,wildguard-1562,10,rule_compact_to_qwen::selective_deployable::0.25
168,wildguard-1562,11,rule_compact_to_qwen::selective_deployable::0.50
168,wildguard-1562,12,rule_to_compact::cheap_only
168,wildguard-1562,13,rule_to_compact::full_information
168,wildguard-1562,14,rule_to_compact::selective_deployable::0.10
169,wildguard-1474,0,rule_to_compact::selective_deployable::0.50
169,wildguard-1474,1,compact_to_qwen::cheap_only
169,wildguard-1474,2,compact_to_qwen::full_information
169,wildguard-1474,3,compact_to_qwen::selective_deployable::0.10
169,wildguard-1474,4,compact_to_qwen::selective_deployable::0.25
169,wildguard-1474,5,compact_to_qwen::selective_deployable::0.50
169,wildguard-1474,6,rule_compact_to_qwen::cheap_only
169,wildguard-1474,7,rule_compact_to_qwen::full_information
169,wildguard-1474,8,rule_compact_to_qwen::selective_deployable::0.10
169,wildguard-1474,9,rule_compact_to_qwen::selective_deployable::0.25
169,wildguard-1474,10,rule_compact_to_qwen::selective_deployable::0.50
169,wildguard-1474,11,rule_to_compact::cheap_only
169,wildguard-1474,12,rule_to_compact::full_information
169,wildguard-1474,13,rule_to_compact::selective_deployable::0.10
169,wildguard-1474,14,rule_to_compact::selective_deployable::0.25
170,wildguard-0843,0,compact_to_qwen::cheap_only
170,wildguard-0843,1,compact_to_qwen::full_information
170,wildguard-0843,2,compact_to_qwen::selective_deployable::0.10
170,wildguard-0843,3,compact_to_qwen::selective_deployable::0.25
170,wildguard-0843,4,compact_to_qwen::selective_deployable::0.50
170,wildguard-0843,5,rule_compact_to_qwen::cheap_only
170,wildguard-0843,6,rule_compact_to_qwen::full_information
170,wildguard-0843,7,rule_compact_to_qwen::selective_deployable::0.10
170,wildguard-0843,8,rule_compact_to_qwen::selective_deployable::0.25
170,wildguard-0843,9,rule_compact_to_qwen::selective_deployable::0.50
170,wildguard-0843,10,rule_to_compact::cheap_only
170,wildguard-0843,11,rule_to_compact::full_information
170,wildguard-0843,12,rule_to_compact::selective_deployable::0.10
170,wildguard-0843,13,rule_to_compact::selective_deployable::0.25
170,wildguard-0843,14,rule_to_compact::selective_deployable::0.50
171,wildguard-0203,0,compact_to_qwen::full_information
171,wildguard-0203,1,compact_to_qwen::selective_deployable::0.10
171,wildguard-0203,2,compact_to_qwen::selective_deployable::0.25
171,wildguard-0203,3,compact_to_qwen::selective_deployable::0.50
171,wildguard-0203,4,rule_compact_to_qwen::cheap_only
171,wildguard-0203,5,rule_compact_to_qwen::full_information
171,wildguard-0203,6,rule_compact_to_qwen::selective_deployable::0.10
171,wildguard-0203,7,rule_compact_to_qwen::selective_deployable::0.25
171,wildguard-0203,8,rule_compact_to_qwen::selective_deployable::0.50
171,wildguard-0203,9,rule_to_compact::cheap_only
171,wildguard-0203,10,rule_to_compact::full_information
171,wildguard-0203,11,rule_to_compact::selective_deployable::0.10
171,wildguard-0203,12,rule_to_compact::selective_deployable::0.25
171,wildguard-0203,13,rule_to_compact::selective_deployable::0.50
171,wildguard-0203,14,compact_to_qwen::cheap_only
172,wildguard-1658,0,compact_to_qwen::selective_deployable::0.10
172,wildguard-1658,1,compact_to_qwen::selective_deployable::0.25
172,wildguard-1658,2,compact_to_qwen::selective_deployable::0.50
172,wildguard-1658,3,rule_compact_to_qwen::cheap_only
172,wildguard-1658,4,rule_compact_to_qwen::full_information
172,wildguard-1658,5,rule_compact_to_qwen::selective_deployable::0.10
172,wildguard-1658,6,rule_compact_to_qwen::selective_deployable::0.25
172,wildguard-1658,7,rule_compact_to_qwen::selective_deployable::0.50
172,wildguard-1658,8,rule_to_compact::cheap_only
172,wildguard-1658,9,rule_to_compact::full_information
172,wildguard-1658,10,rule_to_compact::selective_deployable::0.10
172,wildguard-1658,11,rule_to_compact::selective_deployable::0.25
172,wildguard-1658,12,rule_to_compact::selective_deployable::0.50
172,wildguard-1658,13,compact_to_qwen::cheap_only
172,wildguard-1658,14,compact_to_qwen::full_information
173,wildguard-0725,0,compact_to_qwen::selective_deployable::0.25
173,wildguard-0725,1,compact_to_qwen::selective_deployable::0.50
173,wildguard-0725,2,rule_compact_to_qwen::cheap_only
173,wildguard-0725,3,rule_compact_to_qwen::full_information
173,wildguard-0725,4,rule_compact_to_qwen::selective_deployable::0.10
173,wildguard-0725,5,rule_compact_to_qwen::selective_deployable::0.25
173,wildguard-0725,6,rule_compact_to_qwen::selective_deployable::0.50
173,wildguard-0725,7,rule_to_compact::cheap_only
173,wildguard-0725,8,rule_to_compact::full_information
173,wildguard-0725,9,rule_to_compact::selective_deployable::0.10
173,wildguard-0725,10,rule_to_compact::selective_deployable::0.25
173,wildguard-0725,11,rule_to_compact::selective_deployable::0.50
173,wildguard-0725,12,compact_to_qwen::cheap_only
173,wildguard-0725,13,compact_to_qwen::full_information
173,wildguard-0725,14,compact_to_qwen::selective_deployable::0.10
174,wildguard-1226,0,compact_to_qwen::selective_deployable::0.50
174,wildguard-1226,1,rule_compact_to_qwen::cheap_only
174,wildguard-1226,2,rule_compact_to_qwen::full_information
174,wildguard-1226,3,rule_compact_to_qwen::selective_deployable::0.10
174,wildguard-1226,4,rule_compact_to_qwen::selective_deployable::0.25
174,wildguard-1226,5,rule_compact_to_qwen::selective_deployable::0.50
174,wildguard-1226,6,rule_to_compact::cheap_only
174,wildguard-1226,7,rule_to_compact::full_information
174,wildguard-1226,8,rule_to_compact::selective_deployable::0.10
174,wildguard-1226,9,rule_to_compact::selective_deployable::0.25
174,wildguard-1226,10,rule_to_compact::selective_deployable::0.50
174,wildguard-1226,11,compact_to_qwen::cheap_only
174,wildguard-1226,12,compact_to_qwen::full_information
174,wildguard-1226,13,compact_to_qwen::selective_deployable::0.10
174,wildguard-1226,14,compact_to_qwen::selective_deployable::0.25
175,wildguard-1655,0,rule_compact_to_qwen::cheap_only
175,wildguard-1655,1,rule_compact_to_qwen::full_information
175,wildguard-1655,2,rule_compact_to_qwen::selective_deployable::0.10
175,wildguard-1655,3,rule_compact_to_qwen::selective_deployable::0.25
175,wildguard-1655,4,rule_compact_to_qwen::selective_deployable::0.50
175,wildguard-1655,5,rule_to_compact::cheap_only
175,wildguard-1655,6,rule_to_compact::full_information
175,wildguard-1655,7,rule_to_compact::selective_deployable::0.10
175,wildguard-1655,8,rule_to_compact::selective_deployable::0.25
175,wildguard-1655,9,rule_to_compact::selective_deployable::0.50
175,wildguard-1655,10,compact_to_qwen::cheap_only
175,wildguard-1655,11,compact_to_qwen::full_information
175,wildguard-1655,12,compact_to_qwen::selective_deployable::0.10
175,wildguard-1655,13,compact_to_qwen::selective_deployable::0.25
175,wildguard-1655,14,compact_to_qwen::selective_deployable::0.50
176,wildguard-1029,0,rule_compact_to_qwen::full_information
176,wildguard-1029,1,rule_compact_to_qwen::selective_deployable::0.10
176,wildguard-1029,2,rule_compact_to_qwen::selective_deployable::0.25
176,wildguard-1029,3,rule_compact_to_qwen::selective_deployable::0.50
176,wildguard-1029,4,rule_to_compact::cheap_only
176,wildguard-1029,5,rule_to_compact::full_information
176,wildguard-1029,6,rule_to_compact::selective_deployable::0.10
176,wildguard-1029,7,rule_to_compact::selective_deployable::0.25
176,wildguard-1029,8,rule_to_compact::selective_deployable::0.50
176,wildguard-1029,9,compact_to_qwen::cheap_only
176,wildguard-1029,10,compact_to_qwen::full_information
176,wildguard-1029,11,compact_to_qwen::selective_deployable::0.10
176,wildguard-1029,12,compact_to_qwen::selective_deployable::0.25
176,wildguard-1029,13,compact_to_qwen::selective_deployable::0.50
176,wildguard-1029,14,rule_compact_to_qwen::cheap_only
177,wildguard-0837,0,rule_compact_to_qwen::selective_deployable::0.10
177,wildguard-0837,1,rule_compact_to_qwen::selective_deployable::0.25
177,wildguard-0837,2,rule_compact_to_qwen::selective_deployable::0.50
177,wildguard-0837,3,rule_to_compact::cheap_only
177,wildguard-0837,4,rule_to_compact::full_information
177,wildguard-0837,5,rule_to_compact::selective_deployable::0.10
177,wildguard-0837,6,rule_to_compact::selective_deployable::0.25
177,wildguard-0837,7,rule_to_compact::selective_deployable::0.50
177,wildguard-0837,8,compact_to_qwen::cheap_only
177,wildguard-0837,9,compact_to_qwen::full_information
177,wildguard-0837,10,compact_to_qwen::selective_deployable::0.10
177,wildguard-0837,11,compact_to_qwen::selective_deployable::0.25
177,wildguard-0837,12,compact_to_qwen::selective_deployable::0.50
177,wildguard-0837,13,rule_compact_to_qwen::cheap_only
177,wildguard-0837,14,rule_compact_to_qwen::full_information
178,wildguard-1238,0,rule_compact_to_qwen::selective_deployable::0.25
178,wildguard-1238,1,rule_compact_to_qwen::selective_deployable::0.50
178,wildguard-1238,2,rule_to_compact::cheap_only
178,wildguard-1238,3,rule_to_compact::full_information
178,wildguard-1238,4,rule_to_compact::selective_deployable::0.10
178,wildguard-1238,5,rule_to_compact::selective_deployable::0.25
178,wildguard-1238,6,rule_to_compact::selective_deployable::0.50
178,wildguard-1238,7,compact_to_qwen::cheap_only
178,wildguard-1238,8,compact_to_qwen::full_information
178,wildguard-1238,9,compact_to_qwen::selective_deployable::0.10
178,wildguard-1238,10,compact_to_qwen::selective_deployable::0.25
178,wildguard-1238,11,compact_to_qwen::selective_deployable::0.50
178,wildguard-1238,12,rule_compact_to_qwen::cheap_only
178,wildguard-1238,13,rule_compact_to_qwen::full_information
178,wildguard-1238,14,rule_compact_to_qwen::selective_deployable::0.10
179,wildguard-1324,0,rule_compact_to_qwen::selective_deployable::0.50
179,wildguard-1324,1,rule_to_compact::cheap_only
179,wildguard-1324,2,rule_to_compact::full_information
179,wildguard-1324,3,rule_to_compact::selective_deployable::0.10
179,wildguard-1324,4,rule_to_compact::selective_deployable::0.25
179,wildguard-1324,5,rule_to_compact::selective_deployable::0.50
179,wildguard-1324,6,compact_to_qwen::cheap_only
179,wildguard-1324,7,compact_to_qwen::full_information
179,wildguard-1324,8,compact_to_qwen::selective_deployable::0.10
179,wildguard-1324,9,compact_to_qwen::selective_deployable::0.25
179,wildguard-1324,10,compact_to_qwen::selective_deployable::0.50
179,wildguard-1324,11,rule_compact_to_qwen::cheap_only
179,wildguard-1324,12,rule_compact_to_qwen::full_information
179,wildguard-1324,13,rule_compact_to_qwen::selective_deployable::0.10
179,wildguard-1324,14,rule_compact_to_qwen::selective_deployable::0.25
180,wildguard-0057,0,rule_to_compact::cheap_only
180,wildguard-0057,1,rule_to_compact::full_information
180,wildguard-0057,2,rule_to_compact::selective_deployable::0.10
180,wildguard-0057,3,rule_to_compact::selective_deployable::0.25
180,wildguard-0057,4,rule_to_compact::selective_deployable::0.50
180,wildguard-0057,5,compact_to_qwen::cheap_only
180,wildguard-0057,6,compact_to_qwen::full_information
180,wildguard-0057,7,compact_to_qwen::selective_deployable::0.10
180,wildguard-0057,8,compact_to_qwen::selective_deployable::0.25
180,wildguard-0057,9,compact_to_qwen::selective_deployable::0.50
180,wildguard-0057,10,rule_compact_to_qwen::cheap_only
180,wildguard-0057,11,rule_compact_to_qwen::full_information
180,wildguard-0057,12,rule_compact_to_qwen::selective_deployable::0.10
180,wildguard-0057,13,rule_compact_to_qwen::selective_deployable::0.25
180,wildguard-0057,14,rule_compact_to_qwen::selective_deployable::0.50
181,wildguard-0128,0,rule_to_compact::full_information
181,wildguard-0128,1,rule_to_compact::selective_deployable::0.10
181,wildguard-0128,2,rule_to_compact::selective_deployable::0.25
181,wildguard-0128,3,rule_to_compact::selective_deployable::0.50
181,wildguard-0128,4,compact_to_qwen::cheap_only
181,wildguard-0128,5,compact_to_qwen::full_information
181,wildguard-0128,6,compact_to_qwen::selective_deployable::0.10
181,wildguard-0128,7,compact_to_qwen::selective_deployable::0.25
181,wildguard-0128,8,compact_to_qwen::selective_deployable::0.50
181,wildguard-0128,9,rule_compact_to_qwen::cheap_only
181,wildguard-0128,10,rule_compact_to_qwen::full_information
181,wildguard-0128,11,rule_compact_to_qwen::selective_deployable::0.10
181,wildguard-0128,12,rule_compact_to_qwen::selective_deployable::0.25
181,wildguard-0128,13,rule_compact_to_qwen::selective_deployable::0.50
181,wildguard-0128,14,rule_to_compact::cheap_only
182,wildguard-0031,0,rule_to_compact::selective_deployable::0.10
182,wildguard-0031,1,rule_to_compact::selective_deployable::0.25
182,wildguard-0031,2,rule_to_compact::selective_deployable::0.50
182,wildguard-0031,3,compact_to_qwen::cheap_only
182,wildguard-0031,4,compact_to_qwen::full_information
182,wildguard-0031,5,compact_to_qwen::selective_deployable::0.10
182,wildguard-0031,6,compact_to_qwen::selective_deployable::0.25
182,wildguard-0031,7,compact_to_qwen::selective_deployable::0.50
182,wildguard-0031,8,rule_compact_to_qwen::cheap_only
182,wildguard-0031,9,rule_compact_to_qwen::full_information
182,wildguard-0031,10,rule_compact_to_qwen::selective_deployable::0.10
182,wildguard-0031,11,rule_compact_to_qwen::selective_deployable::0.25
182,wildguard-0031,12,rule_compact_to_qwen::selective_deployable::0.50
182,wildguard-0031,13,rule_to_compact::cheap_only
182,wildguard-0031,14,rule_to_compact::full_information
183,wildguard-0654,0,rule_to_compact::selective_deployable::0.25
183,wildguard-0654,1,rule_to_compact::selective_deployable::0.50
183,wildguard-0654,2,compact_to_qwen::cheap_only
183,wildguard-0654,3,compact_to_qwen::full_information
183,wildguard-0654,4,compact_to_qwen::selective_deployable::0.10
183,wildguard-0654,5,compact_to_qwen::selective_deployable::0.25
183,wildguard-0654,6,compact_to_qwen::selective_deployable::0.50
183,wildguard-0654,7,rule_compact_to_qwen::cheap_only
183,wildguard-0654,8,rule_compact_to_qwen::full_information
183,wildguard-0654,9,rule_compact_to_qwen::selective_deployable::0.10
183,wildguard-0654,10,rule_compact_to_qwen::selective_deployable::0.25
183,wildguard-0654,11,rule_compact_to_qwen::selective_deployable::0.50
183,wildguard-0654,12,rule_to_compact::cheap_only
183,wildguard-0654,13,rule_to_compact::full_information
183,wildguard-0654,14,rule_to_compact::selective_deployable::0.10
184,wildguard-1176,0,rule_to_compact::selective_deployable::0.50
184,wildguard-1176,1,compact_to_qwen::cheap_only
184,wildguard-1176,2,compact_to_qwen::full_information
184,wildguard-1176,3,compact_to_qwen::selective_deployable::0.10
184,wildguard-1176,4,compact_to_qwen::selective_deployable::0.25
184,wildguard-1176,5,compact_to_qwen::selective_deployable::0.50
184,wildguard-1176,6,rule_compact_to_qwen::cheap_only
184,wildguard-1176,7,rule_compact_to_qwen::full_information
184,wildguard-1176,8,rule_compact_to_qwen::selective_deployable::0.10
184,wildguard-1176,9,rule_compact_to_qwen::selective_deployable::0.25
184,wildguard-1176,10,rule_compact_to_qwen::selective_deployable::0.50
184,wildguard-1176,11,rule_to_compact::cheap_only
184,wildguard-1176,12,rule_to_compact::full_information
184,wildguard-1176,13,rule_to_compact::selective_deployable::0.10
184,wildguard-1176,14,rule_to_compact::selective_deployable::0.25
185,wildguard-1386,0,compact_to_qwen::cheap_only
185,wildguard-1386,1,compact_to_qwen::full_information
185,wildguard-1386,2,compact_to_qwen::selective_deployable::0.10
185,wildguard-1386,3,compact_to_qwen::selective_deployable::0.25
185,wildguard-1386,4,compact_to_qwen::selective_deployable::0.50
185,wildguard-1386,5,rule_compact_to_qwen::cheap_only
185,wildguard-1386,6,rule_compact_to_qwen::full_information
185,wildguard-1386,7,rule_compact_to_qwen::selective_deployable::0.10
185,wildguard-1386,8,rule_compact_to_qwen::selective_deployable::0.25
185,wildguard-1386,9,rule_compact_to_qwen::selective_deployable::0.50
185,wildguard-1386,10,rule_to_compact::cheap_only
185,wildguard-1386,11,rule_to_compact::full_information
185,wildguard-1386,12,rule_to_compact::selective_deployable::0.10
185,wildguard-1386,13,rule_to_compact::selective_deployable::0.25
185,wildguard-1386,14,rule_to_compact::selective_deployable::0.50
186,wildguard-0986,0,compact_to_qwen::full_information
186,wildguard-0986,1,compact_to_qwen::selective_deployable::0.10
186,wildguard-0986,2,compact_to_qwen::selective_deployable::0.25
186,wildguard-0986,3,compact_to_qwen::selective_deployable::0.50
186,wildguard-0986,4,rule_compact_to_qwen::cheap_only
186,wildguard-0986,5,rule_compact_to_qwen::full_information
186,wildguard-0986,6,rule_compact_to_qwen::selective_deployable::0.10
186,wildguard-0986,7,rule_compact_to_qwen::selective_deployable::0.25
186,wildguard-0986,8,rule_compact_to_qwen::selective_deployable::0.50
186,wildguard-0986,9,rule_to_compact::cheap_only
186,wildguard-0986,10,rule_to_compact::full_information
186,wildguard-0986,11,rule_to_compact::selective_deployable::0.10
186,wildguard-0986,12,rule_to_compact::selective_deployable::0.25
186,wildguard-0986,13,rule_to_compact::selective_deployable::0.50
186,wildguard-0986,14,compact_to_qwen::cheap_only
187,wildguard-0948,0,compact_to_qwen::selective_deployable::0.10
187,wildguard-0948,1,compact_to_qwen::selective_deployable::0.25
187,wildguard-0948,2,compact_to_qwen::selective_deployable::0.50
187,wildguard-0948,3,rule_compact_to_qwen::cheap_only
187,wildguard-0948,4,rule_compact_to_qwen::full_information
187,wildguard-0948,5,rule_compact_to_qwen::selective_deployable::0.10
187,wildguard-0948,6,rule_compact_to_qwen::selective_deployable::0.25
187,wildguard-0948,7,rule_compact_to_qwen::selective_deployable::0.50
187,wildguard-0948,8,rule_to_compact::cheap_only
187,wildguard-0948,9,rule_to_compact::full_information
187,wildguard-0948,10,rule_to_compact::selective_deployable::0.10
187,wildguard-0948,11,rule_to_compact::selective_deployable::0.25
187,wildguard-0948,12,rule_to_compact::selective_deployable::0.50
187,wildguard-0948,13,compact_to_qwen::cheap_only
187,wildguard-0948,14,compact_to_qwen::full_information
188,wildguard-1452,0,compact_to_qwen::selective_deployable::0.25
188,wildguard-1452,1,compact_to_qwen::selective_deployable::0.50
188,wildguard-1452,2,rule_compact_to_qwen::cheap_only
188,wildguard-1452,3,rule_compact_to_qwen::full_information
188,wildguard-1452,4,rule_compact_to_qwen::selective_deployable::0.10
188,wildguard-1452,5,rule_compact_to_qwen::selective_deployable::0.25
188,wildguard-1452,6,rule_compact_to_qwen::selective_deployable::0.50
188,wildguard-1452,7,rule_to_compact::cheap_only
188,wildguard-1452,8,rule_to_compact::full_information
188,wildguard-1452,9,rule_to_compact::selective_deployable::0.10
188,wildguard-1452,10,rule_to_compact::selective_deployable::0.25
188,wildguard-1452,11,rule_to_compact::selective_deployable::0.50
188,wildguard-1452,12,compact_to_qwen::cheap_only
188,wildguard-1452,13,compact_to_qwen::full_information
188,wildguard-1452,14,compact_to_qwen::selective_deployable::0.10
189,wildguard-1717,0,compact_to_qwen::selective_deployable::0.50
189,wildguard-1717,1,rule_compact_to_qwen::cheap_only
189,wildguard-1717,2,rule_compact_to_qwen::full_information
189,wildguard-1717,3,rule_compact_to_qwen::selective_deployable::0.10
189,wildguard-1717,4,rule_compact_to_qwen::selective_deployable::0.25
189,wildguard-1717,5,rule_compact_to_qwen::selective_deployable::0.50
189,wildguard-1717,6,rule_to_compact::cheap_only
189,wildguard-1717,7,rule_to_compact::full_information
189,wildguard-1717,8,rule_to_compact::selective_deployable::0.10
189,wildguard-1717,9,rule_to_compact::selective_deployable::0.25
189,wildguard-1717,10,rule_to_compact::selective_deployable::0.50
189,wildguard-1717,11,compact_to_qwen::cheap_only
189,wildguard-1717,12,compact_to_qwen::full_information
189,wildguard-1717,13,compact_to_qwen::selective_deployable::0.10
189,wildguard-1717,14,compact_to_qwen::selective_deployable::0.25
190,wildguard-0675,0,rule_compact_to_qwen::cheap_only
190,wildguard-0675,1,rule_compact_to_qwen::full_information
190,wildguard-0675,2,rule_compact_to_qwen::selective_deployable::0.10
190,wildguard-0675,3,rule_compact_to_qwen::selective_deployable::0.25
190,wildguard-0675,4,rule_compact_to_qwen::selective_deployable::0.50
190,wildguard-0675,5,rule_to_compact::cheap_only
190,wildguard-0675,6,rule_to_compact::full_information
190,wildguard-0675,7,rule_to_compact::selective_deployable::0.10
190,wildguard-0675,8,rule_to_compact::selective_deployable::0.25
190,wildguard-0675,9,rule_to_compact::selective_deployable::0.50
190,wildguard-0675,10,compact_to_qwen::cheap_only
190,wildguard-0675,11,compact_to_qwen::full_information
190,wildguard-0675,12,compact_to_qwen::selective_deployable::0.10
190,wildguard-0675,13,compact_to_qwen::selective_deployable::0.25
190,wildguard-0675,14,compact_to_qwen::selective_deployable::0.50
191,wildguard-0398,0,rule_compact_to_qwen::full_information
191,wildguard-0398,1,rule_compact_to_qwen::selective_deployable::0.10
191,wildguard-0398,2,rule_compact_to_qwen::selective_deployable::0.25
191,wildguard-0398,3,rule_compact_to_qwen::selective_deployable::0.50
191,wildguard-0398,4,rule_to_compact::cheap_only
191,wildguard-0398,5,rule_to_compact::full_information
191,wildguard-0398,6,rule_to_compact::selective_deployable::0.10
191,wildguard-0398,7,rule_to_compact::selective_deployable::0.25
191,wildguard-0398,8,rule_to_compact::selective_deployable::0.50
191,wildguard-0398,9,compact_to_qwen::cheap_only
191,wildguard-0398,10,compact_to_qwen::full_information
191,wildguard-0398,11,compact_to_qwen::selective_deployable::0.10
191,wildguard-0398,12,compact_to_qwen::selective_deployable::0.25
191,wildguard-0398,13,compact_to_qwen::selective_deployable::0.50
191,wildguard-0398,14,rule_compact_to_qwen::cheap_only
192,wildguard-0309,0,rule_compact_to_qwen::selective_deployable::0.10
192,wildguard-0309,1,rule_compact_to_qwen::selective_deployable::0.25
192,wildguard-0309,2,rule_compact_to_qwen::selective_deployable::0.50
192,wildguard-0309,3,rule_to_compact::cheap_only
192,wildguard-0309,4,rule_to_compact::full_information
192,wildguard-0309,5,rule_to_compact::selective_deployable::0.10
192,wildguard-0309,6,rule_to_compact::selective_deployable::0.25
192,wildguard-0309,7,rule_to_compact::selective_deployable::0.50
192,wildguard-0309,8,compact_to_qwen::cheap_only
192,wildguard-0309,9,compact_to_qwen::full_information
192,wildguard-0309,10,compact_to_qwen::selective_deployable::0.10
192,wildguard-0309,11,compact_to_qwen::selective_deployable::0.25
192,wildguard-0309,12,compact_to_qwen::selective_deployable::0.50
192,wildguard-0309,13,rule_compact_to_qwen::cheap_only
192,wildguard-0309,14,rule_compact_to_qwen::full_information
193,wildguard-1716,0,rule_compact_to_qwen::selective_deployable::0.25
193,wildguard-1716,1,rule_compact_to_qwen::selective_deployable::0.50
193,wildguard-1716,2,rule_to_compact::cheap_only
193,wildguard-1716,3,rule_to_compact::full_information
193,wildguard-1716,4,rule_to_compact::selective_deployable::0.10
193,wildguard-1716,5,rule_to_compact::selective_deployable::0.25
193,wildguard-1716,6,rule_to_compact::selective_deployable::0.50
193,wildguard-1716,7,compact_to_qwen::cheap_only
193,wildguard-1716,8,compact_to_qwen::full_information
193,wildguard-1716,9,compact_to_qwen::selective_deployable::0.10
193,wildguard-1716,10,compact_to_qwen::selective_deployable::0.25
193,wildguard-1716,11,compact_to_qwen::selective_deployable::0.50
193,wildguard-1716,12,rule_compact_to_qwen::cheap_only
193,wildguard-1716,13,rule_compact_to_qwen::full_information
193,wildguard-1716,14,rule_compact_to_qwen::selective_deployable::0.10
194,wildguard-0963,0,rule_compact_to_qwen::selective_deployable::0.50
194,wildguard-0963,1,rule_to_compact::cheap_only
194,wildguard-0963,2,rule_to_compact::full_information
194,wildguard-0963,3,rule_to_compact::selective_deployable::0.10
194,wildguard-0963,4,rule_to_compact::selective_deployable::0.25
194,wildguard-0963,5,rule_to_compact::selective_deployable::0.50
194,wildguard-0963,6,compact_to_qwen::cheap_only
194,wildguard-0963,7,compact_to_qwen::full_information
194,wildguard-0963,8,compact_to_qwen::selective_deployable::0.10
194,wildguard-0963,9,compact_to_qwen::selective_deployable::0.25
194,wildguard-0963,10,compact_to_qwen::selective_deployable::0.50
194,wildguard-0963,11,rule_compact_to_qwen::cheap_only
194,wildguard-0963,12,rule_compact_to_qwen::full_information
194,wildguard-0963,13,rule_compact_to_qwen::selective_deployable::0.10
194,wildguard-0963,14,rule_compact_to_qwen::selective_deployable::0.25
195,wildguard-0007,0,rule_to_compact::cheap_only
195,wildguard-0007,1,rule_to_compact::full_information
195,wildguard-0007,2,rule_to_compact::selective_deployable::0.10
195,wildguard-0007,3,rule_to_compact::selective_deployable::0.25
195,wildguard-0007,4,rule_to_compact::selective_deployable::0.50
195,wildguard-0007,5,compact_to_qwen::cheap_only
195,wildguard-0007,6,compact_to_qwen::full_information
195,wildguard-0007,7,compact_to_qwen::selective_deployable::0.10
195,wildguard-0007,8,compact_to_qwen::selective_deployable::0.25
195,wildguard-0007,9,compact_to_qwen::selective_deployable::0.50
195,wildguard-0007,10,rule_compact_to_qwen::cheap_only
195,wildguard-0007,11,rule_compact_to_qwen::full_information
195,wildguard-0007,12,rule_compact_to_qwen::selective_deployable::0.10
195,wildguard-0007,13,rule_compact_to_qwen::selective_deployable::0.25
195,wildguard-0007,14,rule_compact_to_qwen::selective_deployable::0.50
196,wildguard-1032,0,rule_to_compact::full_information
196,wildguard-1032,1,rule_to_compact::selective_deployable::0.10
196,wildguard-1032,2,rule_to_compact::selective_deployable::0.25
196,wildguard-1032,3,rule_to_compact::selective_deployable::0.50
